Dorsal,Nombre,Posicion,Altura,Ano_de_nacimiento,Alcance_en_ataque,Alcance_en_bloqueo,id_jugador,temporada,id_equipo
1,Alves Castro Adrian,Libero,168.0,0,0.0,0.0,128-2021-2022,2021-2022,10-2021-2022
2,Tubio Ageitos Alberto,Libero,172.0,2003,0.0,0.0,129-2021-2022,2021-2022,10-2021-2022
3,Garcia Figueroa Jose,Middle-blocker,190.0,2002,0.0,0.0,130-2021-2022,2021-2022,10-2021-2022
4,Martinez Blanco Ismael,Colocador/a,175.0,0,0.0,0.0,131-2021-2022,2021-2022,10-2021-2022
5,Nieto Gontad Pablo,Receptor,186.0,2000,0.0,0.0,132-2021-2022,2021-2022,10-2021-2022
6,Casais Blanco Martin,Receptor,194.0,2005,0.0,0.0,133-2021-2022,2021-2022,10-2021-2022
7,Davila Torrado Alan,Receptor,179.0,2003,0.0,0.0,134-2021-2022,2021-2022,10-2021-2022
9,Benavidez Felipe,Receptor,192.0,1997,0.0,0.0,135-2021-2022,2021-2022,10-2021-2022
10,Bitar Gaspar,Colocador/a,180.0,1995,0.0,0.0,136-2021-2022,2021-2022,10-2021-2022
12,Alvarez Iglesias Cristobal,Receptor,184.0,0,0.0,0.0,137-2021-2022,2021-2022,10-2021-2022
13,Romero Gonzalez Jose Carlos,Opuesto,200.0,2000,0.0,0.0,138-2021-2022,2021-2022,10-2021-2022
14,Souto Espasandin Ivan,Colocador/a,188.0,0,0.0,0.0,139-2021-2022,2021-2022,10-2021-2022
15,Fajardo Garcia Mateo,Opuesto,180.0,2005,0.0,0.0,140-2021-2022,2021-2022,10-2021-2022
16,Iglesias Caamano Mario,Middle-blocker,193.0,0,0.0,0.0,141-2021-2022,2021-2022,10-2021-2022
17,Ordonez Galban Anton,Middle-blocker,188.0,2004,0.0,0.0,142-2021-2022,2021-2022,10-2021-2022
20,Garcia Ordonez Carlos,Receptor,179.0,2003,0.0,0.0,143-2021-2022,2021-2022,10-2021-2022
21,Del Carmen Barbara Gabriel,Receptor,186.0,1994,0.0,0.0,144-2021-2022,2021-2022,10-2021-2022
22,Levandoski Renan Roberto,Middle-blocker,201.0,1992,0.0,0.0,145-2021-2022,2021-2022,10-2021-2022
1,En Nakhai Mohamed,Middle-blocker,200.0,1998,340.0,320.0,146-2021-2022,2021-2022,11-2021-2022
2,Dus Munoz Pablo,Colocador/a,187.0,1990,0.0,0.0,147-2021-2022,2021-2022,11-2021-2022
4,Borges Arthur,Opuesto,194.0,1988,337.0,319.0,148-2021-2022,2021-2022,11-2021-2022
5,Corona Alvarez Camilo,Receptor,184.0,0,330.0,310.0,149-2021-2022,2021-2022,11-2021-2022
6,Elasri Taoufiq,Opuesto,195.0,1988,0.0,0.0,150-2021-2022,2021-2022,11-2021-2022
7,Sanchez Cano Victor,Libero,184.0,1990,0.0,0.0,151-2021-2022,2021-2022,11-2021-2022
8,Osado Carrasco Jose,Libero,175.0,1997,0.0,0.0,152-2021-2022,2021-2022,11-2021-2022
9,Campos Canals Miquel,Middle-blocker,187.0,2001,0.0,0.0,153-2021-2022,2021-2022,11-2021-2022
10,Retuerto San Jose Daniel,Middle-blocker,190.0,1992,333.0,315.0,154-2021-2022,2021-2022,11-2021-2022
11,Hurtado Mina Ivan Andres,Receptor,198.0,1996,0.0,360.0,155-2021-2022,2021-2022,11-2021-2022
14,Rodriguez Arabisen,Receptor,0.0,1995,0.0,0.0,156-2021-2022,2021-2022,11-2021-2022
17,Sanchez Carreres Javier,Colocador/a,192.0,1996,340.0,320.0,157-2021-2022,2021-2022,11-2021-2022
18,De Oliveira Lima Elvis,Middle-blocker,200.0,1988,336.0,318.0,158-2021-2022,2021-2022,11-2021-2022
29,Cuminetti Luca,Receptor,190.0,1992,340.0,315.0,159-2021-2022,2021-2022,11-2021-2022
1,Jimenez Scull Javier Ernesto,Receptor,198.0,1989,0.0,0.0,160-2021-2022,2021-2022,12-2021-2022
2,Segura Fernandez Daniel,Receptor,178.0,2002,0.0,0.0,161-2021-2022,2021-2022,12-2021-2022
3,Palharini Marlon,Receptor,193.0,1984,0.0,0.0,162-2021-2022,2021-2022,12-2021-2022
4,Gonzalez Limon Juan Manuel,Receptor,193.0,1994,0.0,0.0,163-2021-2022,2021-2022,12-2021-2022
5,Fernandez Martinez Francisco Jose,Libero,177.0,1995,0.0,0.0,164-2021-2022,2021-2022,12-2021-2022
6,Segura Fernandez Pablo,Receptor,178.0,2002,0.0,0.0,165-2021-2022,2021-2022,12-2021-2022
7,Portero Losilla Andres Francisco,Colocador/a,183.0,1991,0.0,0.0,166-2021-2022,2021-2022,12-2021-2022
8,Fernandez Jorge,Middle-blocker,202.0,1989,0.0,0.0,167-2021-2022,2021-2022,12-2021-2022
9,Lopez Alacio David,Middle-blocker,196.0,2000,0.0,0.0,168-2021-2022,2021-2022,12-2021-2022
10,Garcia Asensio Raul,Receptor,183.0,2003,0.0,0.0,169-2021-2022,2021-2022,12-2021-2022
11,Carreno Millon Marco,Receptor,193.0,2004,0.0,0.0,170-2021-2022,2021-2022,12-2021-2022
14,Fornes Jul Miquel Angel,Middle-blocker,202.0,1993,0.0,0.0,171-2021-2022,2021-2022,12-2021-2022
15,Saez Casado Francisco,Libero,177.0,1991,0.0,0.0,172-2021-2022,2021-2022,12-2021-2022
16,Kukartsev Pavel,Opuesto,203.0,1992,0.0,0.0,173-2021-2022,2021-2022,12-2021-2022
17,Jovanovic Igor,Colocador/a,164.0,1990,0.0,0.0,174-2021-2022,2021-2022,12-2021-2022
